ev,evGol,dep,depGol
BTC TURK YENİ MALATYASPOR,0,RIZESPOR,2
KASIMPASA A.Ş.,3,GAZİANTEPFK,4
GÖZTEPE A.Ş.,2,GALATASARAY,1
GENÇLERBİRLİĞİ,2,SIVASSPOR,2
KAYSERISPOR,1,BASAKSEHIR,4
FENERBAHCE,3,BESIKTAS,1
KONYASPOR,0,TRABZONSPOR,1
YUKATEL DENİZLİSPOR,1,ALANYASPOR,5
BESIKTAS,4,GENÇLERBİRLİĞİ,1
MKE ANKARAGÜCÜ,2,YUKATEL DENİZLİSPOR,2
BASAKSEHIR,5,KASIMPASA A.Ş.,1
TRABZONSPOR,6,KAYSERISPOR,2
GALATASARAY,5,ANTALYASPOR,0
SIVASSPOR,1,GÖZTEPE A.Ş.,0
ALANYASPOR,2,KONYASPOR,1
GAZİANTEPFK,1,BTC TURK YENİ MALATYASPOR,1
RIZESPOR,1,FENERBAHCE,2
MKE ANKARAGÜCÜ,0,KONYASPOR,1
ALANYASPOR,5,KAYSERISPOR,1
BASAKSEHIR,4,BTC TURK YENİ MALATYASPOR,1
GAZİANTEPFK,0,FENERBAHCE,2
ANTALYASPOR,0,GÖZTEPE A.Ş.,3
TRABZONSPOR,6,KASIMPASA A.Ş.,0
GALATASARAY,2,YUKATEL DENİZLİSPOR,1
BESIKTAS,1,SIVASSPOR,2
RIZESPOR,2,GENÇLERBİRLİĞİ,0
GENÇLERBİRLİĞİ,1,GAZİANTEPFK,0
KAYSERISPOR,1,MKE ANKARAGÜCÜ,1
KASIMPASA A.Ş.,1,ALANYASPOR,2
FENERBAHCE,2,BASAKSEHIR,0
YUKATEL DENİZLİSPOR,0,ANTALYASPOR,3
GÖZTEPE A.Ş.,2,BESIKTAS,1
KONYASPOR,0,GALATASARAY,3
SIVASSPOR,1,RIZESPOR,1
BTC TURK YENİ MALATYASPOR,1,TRABZONSPOR,3
BASAKSEHIR,3,GENÇLERBİRLİĞİ,1
ANTALYASPOR,0,KONYASPOR,0
RIZESPOR,1,BESIKTAS,2
TRABZONSPOR,2,FENERBAHCE,1
MKE ANKARAGÜCÜ,1,KASIMPASA A.Ş.,1
GAZİANTEPFK,5,SIVASSPOR,1
ALANYASPOR,2,BTC TURK YENİ MALATYASPOR,1
GALATASARAY,4,KAYSERISPOR,1
YUKATEL DENİZLİSPOR,1,GÖZTEPE A.Ş.,1
BTC TURK YENİ MALATYASPOR,0,MKE ANKARAGÜCÜ,1
KONYASPOR,0,YUKATEL DENİZLİSPOR,0
GENÇLERBİRLİĞİ,0,TRABZONSPOR,2
BESIKTAS,3,GAZİANTEPFK,0
FENERBAHCE,1,ALANYASPOR,1
KAYSERISPOR,2,FRAPORT-TAV ANTALYASPOR,2
SIVASSPOR,1,BASAKSEHIR,1
KASIMPASA A.Ş.,0,GALATASARAY,3
GÖZTEPE A.Ş.,2,RIZESPOR,0
BASAKSEHIR,1,BESIKTAS,0
YUKATEL DENİZLİSPOR,0,KAYSERISPOR,1
KONYASPOR,1,GÖZTEPE A.Ş.,3
MKE ANKARAGÜCÜ,2,FENERBAHCE,1
ALANYASPOR,0,GENÇLERBİRLİĞİ,1
TRABZONSPOR,2,SIVASSPOR,1
GALATASARAY,1,BTC TURK YENİ MALATYASPOR,0
GAZİANTEPFK,2,RIZESPOR,0
FRAPORT-TAV ANTALYASPOR,3,KASIMPASA A.Ş.,1
SIVASSPOR,1,ALANYASPOR,0
KAYSERISPOR,2,KONYASPOR,2
GÖZTEPE A.Ş.,1,GAZİANTEPFK,1
BESIKTAS,2,TRABZONSPOR,2
BTC TURK YENİ MALATYASPOR,1,FRAPORT-TAV ANTALYASPOR,2
GENÇLERBİRLİĞİ,1,MKE ANKARAGÜCÜ,0
FENERBAHCE,1,GALATASARAY,3
RIZESPOR,1,BASAKSEHIR,2
KASIMPASA A.Ş.,2,YUKATEL DENİZLİSPOR,0
ALANYASPOR,1,BESIKTAS,2
KONYASPOR,0,KASIMPASA A.Ş.,0
TRABZONSPOR,5,RIZESPOR,2
FRAPORT-TAV ANTALYASPOR,2,FENERBAHCE,2
YUKATEL DENİZLİSPOR,2,BTC TURK YENİ MALATYASPOR,0
MKE ANKARAGÜCÜ,0,SIVASSPOR,3
GALATASARAY,3,GENÇLERBİRLİĞİ,0
BASAKSEHIR,3,GAZİANTEPFK,1
KAYSERISPOR,1,GÖZTEPE A.Ş.,0
BESIKTAS,2,MKE ANKARAGÜCÜ,1
BTC TURK YENİ MALATYASPOR,1,KONYASPOR,1
GAZİANTEPFK,1,TRABZONSPOR,1
GÖZTEPE A.Ş.,0,BASAKSEHIR,3
FENERBAHCE,2,YUKATEL DENİZLİSPOR,2
KASIMPASA A.Ş.,5,KAYSERISPOR,1
RIZESPOR,1,ALANYASPOR,1
SIVASSPOR,2,GALATASARAY,2
GENÇLERBİRLİĞİ,1,FRAPORT-TAV ANTALYASPOR,1
MKE ANKARAGÜCÜ,2,RIZESPOR,1
KASIMPASA A.Ş.,2,GÖZTEPE A.Ş.,0
YUKATEL DENİZLİSPOR,1,GENÇLERBİRLİĞİ,0
ALANYASPOR,1,GAZİANTEPFK,0
KONYASPOR,1,FENERBAHCE,0
KAYSERISPOR,2,BTC TURK YENİ MALATYASPOR,1
TRABZONSPOR,1,BASAKSEHIR,1
GALATASARAY,0,BESIKTAS,0
FRAPORT-TAV ANTALYASPOR,1,SIVASSPOR,0
GÖZTEPE A.Ş.,1,TRABZONSPOR,3
FENERBAHCE,2,KAYSERISPOR,1
BASAKSEHIR,2,ALANYASPOR,0
BESIKTAS,1,FRAPORT-TAV ANTALYASPOR,2
BTC TURK YENİ MALATYASPOR,1,KASIMPASA A.Ş.,2
GENÇLERBİRLİĞİ,2,KONYASPOR,1
RIZESPOR,2,GALATASARAY,0
GAZİANTEPFK,1,MKE ANKARAGÜCÜ,1
SIVASSPOR,1,YUKATEL DENİZLİSPOR,0
MKE ANKARAGÜCÜ,1,BASAKSEHIR,2
KAYSERISPOR,2,GENÇLERBİRLİĞİ,0
BTC TURK YENİ MALATYASPOR,2,GÖZTEPE A.Ş.,1
YUKATEL DENİZLİSPOR,1,BESIKTAS,5
KASIMPASA A.Ş.,2,FENERBAHCE,0
GALATASARAY,3,GAZİANTEPFK,3
KONYASPOR,2,SIVASSPOR,2
ALANYASPOR,2,TRABZONSPOR,2
FRAPORT-TAV ANTALYASPOR,3,RIZESPOR,1
BESIKTAS,3,KONYASPOR,0
FENERBAHCE,3,BTC TURK YENİ MALATYASPOR,2
TRABZONSPOR,1,MKE ANKARAGÜCÜ,1
GÖZTEPE A.Ş.,3,ALANYASPOR,3
SIVASSPOR,0,KAYSERISPOR,2
RIZESPOR,2,YUKATEL DENİZLİSPOR,2
BASAKSEHIR,1,GALATASARAY,1
GAZİANTEPFK,1,FRAPORT-TAV ANTALYASPOR,1
GENÇLERBİRLİĞİ,0,KASIMPASA A.Ş.,2
YUKATEL DENİZLİSPOR,0,GAZİANTEPFK,1
BTC TURK YENİ MALATYASPOR,0,GENÇLERBİRLİĞİ,0
MKE ANKARAGÜCÜ,1,ALANYASPOR,4
FRAPORT-TAV ANTALYASPOR,0,BASAKSEHIR,2
FENERBAHCE,2,GÖZTEPE A.Ş.,1
KASIMPASA A.Ş.,0,SIVASSPOR,0
KONYASPOR,1,RIZESPOR,0
GALATASARAY,1,TRABZONSPOR,3
KAYSERISPOR,3,BESIKTAS,1
GENÇLERBİRLİĞİ,1,FENERBAHCE,1
BASAKSEHIR,2,YUKATEL DENİZLİSPOR,0
SIVASSPOR,0,BTC TURK YENİ MALATYASPOR,1
TRABZONSPOR,2,FRAPORT-TAV ANTALYASPOR,2
ALANYASPOR,4,GALATASARAY,1
GÖZTEPE A.Ş.,2,MKE ANKARAGÜCÜ,2
RIZESPOR,3,KAYSERISPOR,2
BESIKTAS,3,KASIMPASA A.Ş.,2
GAZİANTEPFK,3,KONYASPOR,1
GÖZTEPE A.Ş.,1,GENÇLERBİRLİĞİ,3
MKE ANKARAGÜCÜ,1,GALATASARAY,0
FENERBAHCE,1,SIVASSPOR,2
FRAPORT-TAV ANTALYASPOR,1,ALANYASPOR,0
KASIMPASA A.Ş.,2,RIZESPOR,0
KAYSERISPOR,1,GAZİANTEPFK,1
YUKATEL DENİZLİSPOR,2,TRABZONSPOR,1
KONYASPOR,4,BASAKSEHIR,3
BTC TURK YENİ MALATYASPOR,0,BESIKTAS,1
GALATASARAY,3,GÖZTEPE A.Ş.,1
GAZİANTEPFK,2,KASIMPASA A.Ş.,2
RIZESPOR,3,BTC TURK YENİ MALATYASPOR,0
TRABZONSPOR,3,KONYASPOR,4
MKE ANKARAGÜCÜ,0,FRAPORT-TAV ANTALYASPOR,1
SIVASSPOR,2,GENÇLERBİRLİĞİ,0
BESIKTAS,2,FENERBAHCE,0
BASAKSEHIR,1,KAYSERISPOR,0
ALANYASPOR,1,YUKATEL DENİZLİSPOR,0
FRAPORT-TAV ANTALYASPOR,2,GALATASARAY,2
GÖZTEPE A.Ş.,3,SIVASSPOR,1
GENÇLERBİRLİĞİ,0,BESIKTAS,3
YUKATEL DENİZLİSPOR,0,MKE ANKARAGÜCÜ,1
KONYASPOR,2,ALANYASPOR,3
KAYSERISPOR,1,TRABZONSPOR,2
BTC TURK YENİ MALATYASPOR,0,GAZİANTEPFK,1
FENERBAHCE,3,RIZESPOR,1
KASIMPASA A.Ş.,3,BASAKSEHIR,2
RIZESPOR,1,FENERBAHCE,2
SIVASSPOR,0,ALANYASPOR,2
KARAGUMRUK,3,YENİ MALATYASPOR,0
GALATASARAY,3,GAZİANTEPFK,1
GÖZTEPE A.Ş.,5,YUKATEL DENİZLİSPOR,1
MKE ANKARAGÜCÜ,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
KAYSERISPOR,1,KASIMPASA A.Ş.,0
TRABZONSPOR,1,BESIKTAS,3
FRAPORT-TAV ANTALYASPOR,2,GENÇLERBİRLİĞİ,0
HATAYSPOR,2,BASAKSEHIR,0
YENİ MALATYASPOR,1,GÖZTEPE A.Ş.,1
GENÇLERBİRLİĞİ,0,KONYASPOR,0
YUKATEL DENİZLİSPOR,0,TRABZONSPOR,0
BESIKTAS,1,FRAPORT-TAV ANTALYASPOR,1
ALANYASPOR,2,KAYSERISPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,SIVASSPOR,2
KASIMPASA A.Ş.,2,RIZESPOR,0
GAZİANTEPFK,2,KARAGUMRUK,2
BASAKSEHIR,0,GALATASARAY,2
FENERBAHCE,0,HATAYSPOR,0
KARAGUMRUK,2,BASAKSEHIR,0
KAYSERISPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,3
HATAYSPOR,1,KASIMPASA A.Ş.,0
GÖZTEPE A.Ş.,2,GAZİANTEPFK,2
TRABZONSPOR,3,YENİ MALATYASPOR,1
RIZESPOR,1,ALANYASPOR,1
SIVASSPOR,0,MKE ANKARAGÜCÜ,0
KONYASPOR,4,BESIKTAS,1
GALATASARAY,0,FENERBAHCE,0
FRAPORT-TAV ANTALYASPOR,1,YUKATEL DENİZLİSPOR,0
MKE ANKARAGÜCÜ,0,KAYSERISPOR,1
GAZİANTEPFK,1,TRABZONSPOR,1
YENİ MALATYASPOR,1,FRAPORT-TAV ANTALYASPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,RIZESPOR,0
BASAKSEHIR,0,GÖZTEPE A.Ş.,0
FENERBAHCE,2,KARAGUMRUK,1
YUKATEL DENİZLİSPOR,0,KONYASPOR,0
ALANYASPOR,6,HATAYSPOR,0
BESIKTAS,0,GENÇLERBİRLİĞİ,1
KASIMPASA A.Ş.,1,GALATASARAY,0
RIZESPOR,5,MKE ANKARAGÜCÜ,3
KAYSERISPOR,1,SIVASSPOR,3
KONYASPOR,1,YENİ MALATYASPOR,1
TRABZONSPOR,0,BASAKSEHIR,2
KARAGUMRUK,1,KASIMPASA A.Ş.,1
FRAPORT-TAV ANTALYASPOR,1,GAZİANTEPFK,1
GÖZTEPE A.Ş.,2,FENERBAHCE,3
GALATASARAY,1,ALANYASPOR,2
GENÇLERBİRLİĞİ,1,YUKATEL DENİZLİSPOR,2
HATAYSPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
KASIMPASA A.Ş.,0,GÖZTEPE A.Ş.,0
GAZİANTEPFK,1,KONYASPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GALATASARAY,2
BASAKSEHIR,5,FRAPORT-TAV ANTALYASPOR,1
YENİ MALATYASPOR,2,GENÇLERBİRLİĞİ,1
ALANYASPOR,2,KARAGUMRUK,0
FENERBAHCE,3,TRABZONSPOR,1
SIVASSPOR,0,RIZESPOR,2
YUKATEL DENİZLİSPOR,2,BESIKTAS,3
MKE ANKARAGÜCÜ,2,HATAYSPOR,0
KARAGUMRUK,5,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
TRABZONSPOR,3,KASIMPASA A.Ş.,4
GENÇLERBİRLİĞİ,1,GAZİANTEPFK,1
GALATASARAY,1,MKE ANKARAGÜCÜ,0
RIZESPOR,1,KAYSERISPOR,0
KONYASPOR,1,BASAKSEHIR,2
BESIKTAS,1,YENİ MALATYASPOR,0
HATAYSPOR,1,SIVASSPOR,1
FRAPORT-TAV ANTALYASPOR,1,FENERBAHCE,2
GÖZTEPE A.Ş.,1,ALANYASPOR,0
GAZİANTEPFK,3,BESIKTAS,1
KASIMPASA A.Ş.,2,FRAPORT-TAV ANTALYASPOR,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GÖZTEPE A.Ş.,1
ALANYASPOR,1,TRABZONSPOR,1
FENERBAHCE,0,KONYASPOR,2
MKE ANKARAGÜCÜ,2,KARAGUMRUK,2
YENİ MALATYASPOR,2,YUKATEL DENİZLİSPOR,0
KAYSERISPOR,0,HATAYSPOR,1
BASAKSEHIR,2,GENÇLERBİRLİĞİ,1
SIVASSPOR,1,GALATASARAY,2
KARAGUMRUK,1,SIVASSPOR,1
GENÇLERBİRLİĞİ,1,FENERBAHCE,5
YUKATEL DENİZLİSPOR,0,GAZİANTEPFK,1
BESIKTAS,3,BASAKSEHIR,2
HATAYSPOR,2,RIZESPOR,2
GÖZTEPE A.Ş.,3,MKE ANKARAGÜCÜ,1
KONYASPOR,2,KASIMPASA A.Ş.,1
TRABZONSPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
FRAPORT-TAV ANTALYASPOR,0,ALANYASPOR,2
GALATASARAY,1,KAYSERISPOR,1
MKE ANKARAGÜCÜ,0,TRABZONSPOR,1
GAZİANTEPFK,2,YENİ MALATYASPOR,2
BASAKSEHIR,3,YUKATEL DENİZLİSPOR,3
RIZESPOR,0,GALATASARAY,4
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,FRAPORT-TAV ANTALYASPOR,2
ALANYASPOR,1,KONYASPOR,0
KASIMPASA A.Ş.,2,GENÇLERBİRLİĞİ,0
FENERBAHCE,3,BESIKTAS,4
SIVASSPOR,0,GÖZTEPE A.Ş.,1
KAYSERISPOR,0,KARAGUMRUK,0
BESIKTAS,3,KASIMPASA A.Ş.,0
GÖZTEPE A.Ş.,1,KAYSERISPOR,1
GENÇLERBİRLİĞİ,2,ALANYASPOR,1
KONYASPOR,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
YENİ MALATYASPOR,1,BASAKSEHIR,1
GALATASARAY,3,HATAYSPOR,0
KARAGUMRUK,2,RIZESPOR,1
FRAPORT-TAV ANTALYASPOR,1,MKE ANKARAGÜCÜ,0
YUKATEL DENİZLİSPOR,0,FENERBAHCE,2
TRABZONSPOR,1,SIVASSPOR,1
KASIMPASA A.Ş.,3,YUKATEL DENİZLİSPOR,2
HATAYSPOR,3,KARAGUMRUK,1
KAYSERISPOR,0,TRABZONSPOR,0
RIZESPOR,3,GÖZTEPE A.Ş.,2
MKE ANKARAGÜCÜ,4,KONYASPOR,3
FENERBAHCE,0,YENİ MALATYASPOR,3
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,GENÇLERBİRLİĞİ,1
ALANYASPOR,2,BESIKTAS,1
BASAKSEHIR,1,GAZİANTEPFK,2
SIVASSPOR,0,FRAPORT-TAV ANTALYASPOR,0
KARAGUMRUK,2,GALATASARAY,1
GÖZTEPE A.Ş.,0,HATAYSPOR,1
TRABZONSPOR,2,RIZESPOR,1
YENİ MALATYASPOR,2,KASIMPASA A.Ş.,0
GAZİANTEPFK,3,FENERBAHCE,1
GENÇLERBİRLİĞİ,1,MKE ANKARAGÜCÜ,1
YUKATEL DENİZLİSPOR,1,ALANYASPOR,0
BESIKTAS,4,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
KONYASPOR,0,SIVASSPOR,1
FRAPORT-TAV ANTALYASPOR,2,KAYSERISPOR,0
HATAYSPOR,0,TRABZONSPOR,1
GALATASARAY,3,GÖZTEPE A.Ş.,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,YUKATEL DENİZLİSPOR,2
ALANYASPOR,1,YENİ MALATYASPOR,1
KASIMPASA A.Ş.,0,GAZİANTEPFK,4
FENERBAHCE,4,BASAKSEHIR,1
SIVASSPOR,3,GENÇLERBİRLİĞİ,1
KAYSERISPOR,1,KONYASPOR,2
MKE ANKARAGÜCÜ,0,BESIKTAS,1
RIZESPOR,2,FRAPORT-TAV ANTALYASPOR,1
GÖZTEPE A.Ş.,1,KARAGUMRUK,1
TRABZONSPOR,0,GALATASARAY,2
GAZİANTEPFK,3,ALANYASPOR,1
YENİ MALATYASPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,3
YUKATEL DENİZLİSPOR,1,MKE ANKARAGÜCÜ,2
BASAKSEHIR,2,KASIMPASA A.Ş.,2
GENÇLERBİRLİĞİ,3,KAYSERISPOR,2
KONYASPOR,1,RIZESPOR,1
BESIKTAS,3,SIVASSPOR,0
FRAPORT-TAV ANTALYASPOR,0,HATAYSPOR,6
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GAZİANTEPFK,1
SIVASSPOR,2,YUKATEL DENİZLİSPOR,2
MKE ANKARAGÜCÜ,3,YENİ MALATYASPOR,1
ALANYASPOR,3,BASAKSEHIR,0
HATAYSPOR,2,KONYASPOR,1
GALATASARAY,0,FRAPORT-TAV ANTALYASPOR,0
RIZESPOR,1,GENÇLERBİRLİĞİ,1
KARAGUMRUK,1,TRABZONSPOR,2
KAYSERISPOR,0,BESIKTAS,2
KASIMPASA A.Ş.,0,FENERBAHCE,3
GAZİANTEPFK,2,MKE ANKARAGÜCÜ,0
YENİ MALATYASPOR,2,SIVASSPOR,2
KONYASPOR,4,GALATASARAY,3
YUKATEL DENİZLİSPOR,0,KAYSERISPOR,1
BASAKSEHIR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
GENÇLERBİRLİĞİ,3,HATAYSPOR,1
TRABZONSPOR,1,GÖZTEPE A.Ş.,0
BESIKTAS,6,RIZESPOR,0
FRAPORT-TAV ANTALYASPOR,3,KARAGUMRUK,1
FENERBAHCE,2,ALANYASPOR,1
SIVASSPOR,2,GAZİANTEPFK,1
KAYSERISPOR,1,YENİ MALATYASPOR,0
GÖZTEPE A.Ş.,0,FRAPORT-TAV ANTALYASPOR,1
GALATASARAY,6,GENÇLERBİRLİĞİ,0
KARAGUMRUK,2,KONYASPOR,1
MKE ANKARAGÜCÜ,1,BASAKSEHIR,2
RIZESPOR,1,YUKATEL DENİZLİSPOR,1
HATAYSPOR,2,BESIKTAS,2
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,FENERBAHCE,3
ALANYASPOR,1,KASIMPASA A.Ş.,2
GENÇLERBİRLİĞİ,1,KARAGUMRUK,3
KONYASPOR,2,GÖZTEPE A.Ş.,3
BASAKSEHIR,1,SIVASSPOR,1
GAZİANTEPFK,2,KAYSERISPOR,1
FRAPORT-TAV ANTALYASPOR,1,TRABZONSPOR,1
YUKATEL DENİZLİSPOR,0,HATAYSPOR,2
YENİ MALATYASPOR,4,RIZESPOR,1
BESIKTAS,2,GALATASARAY,0
KASIMPASA A.Ş.,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
FENERBAHCE,3,MKE ANKARAGÜCÜ,1
KAYSERISPOR,2,BASAKSEHIR,0
GÖZTEPE A.Ş.,4,GENÇLERBİRLİĞİ,0
TRABZONSPOR,3,KONYASPOR,1
RIZESPOR,3,GAZİANTEPFK,0
HATAYSPOR,1,YENİ MALATYASPOR,2
GALATASARAY,6,YUKATEL DENİZLİSPOR,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,ALANYASPOR,1
KARAGUMRUK,1,BESIKTAS,4
MKE ANKARAGÜCÜ,1,KASIMPASA A.Ş.,0
SIVASSPOR,1,FENERBAHCE,1
GENÇLERBİRLİĞİ,1,TRABZONSPOR,2
BASAKSEHIR,1,RIZESPOR,1
KONYASPOR,0,FRAPORT-TAV ANTALYASPOR,0
YENİ MALATYASPOR,0,GALATASARAY,1
YUKATEL DENİZLİSPOR,1,KARAGUMRUK,2
GAZİANTEPFK,1,HATAYSPOR,1
BESIKTAS,2,GÖZTEPE A.Ş.,1
KASIMPASA A.Ş.,2,SIVASSPOR,0
ALANYASPOR,4,MKE ANKARAGÜCÜ,3
FENERBAHCE,3,KAYSERISPOR,0
YENİ MALATYASPOR,0,KARAGUMRUK,0
GAZİANTEPFK,1,GALATASARAY,2
KASIMPASA A.Ş.,0,KAYSERISPOR,1
BASAKSEHIR,1,HATAYSPOR,5
FENERBAHCE,1,RIZESPOR,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,MKE ANKARAGÜCÜ,0
ALANYASPOR,3,SIVASSPOR,1
YUKATEL DENİZLİSPOR,2,GÖZTEPE A.Ş.,1
GENÇLERBİRLİĞİ,0,FRAPORT-TAV ANTALYASPOR,1
BESIKTAS,1,TRABZONSPOR,2
HATAYSPOR,1,FENERBAHCE,2
GALATASARAY,3,BASAKSEHIR,0
RIZESPOR,1,KASIMPASA A.Ş.,1
SIVASSPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
KARAGUMRUK,2,GAZİANTEPFK,0
KAYSERISPOR,1,ALANYASPOR,1
KONYASPOR,0,GENÇLERBİRLİĞİ,0
FRAPORT-TAV ANTALYASPOR,1,BESIKTAS,1
GÖZTEPE A.Ş.,2,YENİ MALATYASPOR,2
TRABZONSPOR,1,YUKATEL DENİZLİSPOR,0
KASIMPASA A.Ş.,1,HATAYSPOR,4
ALANYASPOR,2,RIZESPOR,1
BASAKSEHIR,0,KARAGUMRUK,1
FENERBAHCE,0,GALATASARAY,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KAYSERISPOR,1
MKE ANKARAGÜCÜ,1,SIVASSPOR,4
YUKATEL DENİZLİSPOR,1,FRAPORT-TAV ANTALYASPOR,1
BESIKTAS,1,KONYASPOR,0
GAZİANTEPFK,2,GÖZTEPE A.Ş.,0
YENİ MALATYASPOR,0,TRABZONSPOR,2
RIZESPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
KAYSERISPOR,0,MKE ANKARAGÜCÜ,0
TRABZONSPOR,1,GAZİANTEPFK,0
KARAGUMRUK,1,FENERBAHCE,2
KONYASPOR,2,YUKATEL DENİZLİSPOR,0
HATAYSPOR,0,ALANYASPOR,0
GALATASARAY,2,KASIMPASA A.Ş.,1
GÖZTEPE A.Ş.,2,BASAKSEHIR,1
GENÇLERBİRLİĞİ,0,BESIKTAS,3
FRAPORT-TAV ANTALYASPOR,1,YENİ MALATYASPOR,1
BASAKSEHIR,0,TRABZONSPOR,1
KASIMPASA A.Ş.,3,KARAGUMRUK,2
YENİ MALATYASPOR,2,KONYASPOR,3
YUKATEL DENİZLİSPOR,1,GENÇLERBİRLİĞİ,0
ALANYASPOR,0,GALATASARAY,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,HATAYSPOR,3
SIVASSPOR,2,KAYSERISPOR,0
GAZİANTEPFK,0,FRAPORT-TAV ANTALYASPOR,0
FENERBAHCE,0,GÖZTEPE A.Ş.,1
MKE ANKARAGÜCÜ,1,RIZESPOR,1
KONYASPOR,0,GAZİANTEPFK,0
GENÇLERBİRLİĞİ,1,YENİ MALATYASPOR,1
BESIKTAS,3,YUKATEL DENİZLİSPOR,0
HATAYSPOR,4,MKE ANKARAGÜCÜ,1
KARAGUMRUK,2,ALANYASPOR,0
RIZESPOR,0,SIVASSPOR,0
FRAPORT-TAV ANTALYASPOR,0,BASAKSEHIR,0
GALATASARAY,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
GÖZTEPE A.Ş.,1,KASIMPASA A.Ş.,0
TRABZONSPOR,0,FENERBAHCE,1
GAZİANTEPFK,2,GENÇLERBİRLİĞİ,1
YENİ MALATYASPOR,0,BESIKTAS,1
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,KARAGUMRUK,2
SIVASSPOR,1,HATAYSPOR,1
BASAKSEHIR,1,KONYASPOR,1
MKE ANKARAGÜCÜ,2,GALATASARAY,1
KAYSERISPOR,2,RIZESPOR,1
ALANYASPOR,1,GÖZTEPE A.Ş.,1
KASIMPASA A.Ş.,1,TRABZONSPOR,2
FENERBAHCE,1,FRAPORT-TAV ANTALYASPOR,1
YUKATEL DENİZLİSPOR,3,YENİ MALATYASPOR,2
BESIKTAS,2,GAZİANTEPFK,1
KARAGUMRUK,0,MKE ANKARAGÜCÜ,1
HATAYSPOR,1,KAYSERISPOR,3
GENÇLERBİRLİĞİ,0,BASAKSEHIR,1
GALATASARAY,2,SIVASSPOR,2
TRABZONSPOR,1,ALANYASPOR,3
FRAPORT-TAV ANTALYASPOR,1,KASIMPASA A.Ş.,1
GÖZTEPE A.Ş.,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
KONYASPOR,0,FENERBAHCE,3
BASAKSEHIR,2,BESIKTAS,3
SIVASSPOR,1,KARAGUMRUK,0
RIZESPOR,1,HATAYSPOR,0
ALANYASPOR,4,FRAPORT-TAV ANTALYASPOR,0
KAYSERISPOR,0,GALATASARAY,3
MKE ANKARAGÜCÜ,3,GÖZTEPE A.Ş.,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,TRABZONSPOR,0
GAZİANTEPFK,2,YUKATEL DENİZLİSPOR,0
FENERBAHCE,1,GENÇLERBİRLİĞİ,2
KASIMPASA A.Ş.,1,KONYASPOR,1
KARAGUMRUK,3,KAYSERISPOR,0
GALATASARAY,3,RIZESPOR,4
GENÇLERBİRLİĞİ,2,KASIMPASA A.Ş.,1
GÖZTEPE A.Ş.,3,SIVASSPOR,5
YENİ MALATYASPOR,2,GAZİANTEPFK,2
TRABZONSPOR,4,MKE ANKARAGÜCÜ,1
FRAPORT-TAV ANTALYASPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
KONYASPOR,1,ALANYASPOR,0
YUKATEL DENİZLİSPOR,0,BASAKSEHIR,0
BESIKTAS,1,FENERBAHCE,1
KAYSERISPOR,1,GÖZTEPE A.Ş.,1
SIVASSPOR,0,TRABZONSPOR,0
RIZESPOR,0,KARAGUMRUK,0
HATAYSPOR,3,GALATASARAY,0
BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KONYASPOR,2
MKE ANKARAGÜCÜ,1,FRAPORT-TAV ANTALYASPOR,0
ALANYASPOR,1,GENÇLERBİRLİĞİ,2
BASAKSEHIR,3,YENİ MALATYASPOR,1
KASIMPASA A.Ş.,1,BESIKTAS,0
FENERBAHCE,1,YUKATEL DENİZLİSPOR,0
